#,FORM #,Image,,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,LATITUDE,LONGITUDE,Accessibility-1,What do you know about this submission?-1,Is this temporary?-1,FIRST NAME,LAST NAME,EMAIL,APPROVED,VERIFIED
23,1,,,Bio-Glyphs by Ron Baird,41904.60139,"94 Street and 23 Avenue, Edmonton, AB","Some projects lend themselves to some fascinating collaborations and the discovery that art and other disciplines have more in common than we think. In the case of Bioglyphs by Ron Baird, the intersection between art and science has created a work that is very meaningful to the place where it has been installed: the Biotechnology Business Development Centre. The BBDC is a research park with laboratory space and offices for companies conducting scientific research in medicine, biotechnology, electronics, telecommunications, software, petroleum research and cold-climate engineering. Artist Ron Baird drew inspiration from the world of scienceâ€” biology, medicine, environmental and agri-food scienceâ€”when composing the imagery for the artwork. Bioglyphs is a metal column with laser-cut symbols from ancient mythology and science. Baird calls his work â€œa wall of historic graffiti,â€ù using both contemporary and ancient symbols from around the world. The central image, sandblasted into stainless steel, is adapted from an Assyrian painting depicting the Water God surrounded by water molecules. The other images are cut out of the metal and include stylized symbols of a cell membrane G protein (the target of many pharmacological studies), and the Egyptian hieroglyph for fruit fly- a significant research subject for those working in the field of genetics. Baird worked with medical researcher and CEO of DecisionLine Clinical Research Corporation, Dr. Edward M. Sellers, who provided the background knowledge on specific scientific concepts, formulae, and symbols. The resulting work draws the link between mythological concepts and scientific realityâ€” and the places where they are one and the same.
Provided by: Edmonton Arts Council",Public Art,53.498167,-113.481657,Exterior,I don't know anything about it,Permanent,,,,YES,YES
22,1,,,The Farm Family by Rob McInnis,41904.6,"13550 163 Street, Edmonton, AB","With his project for the newly constructed Animal Services Building, photographer Rob MacInnis has taken a traditional form of art and given it a new perspective. The piece, entitled The Farm Family , depicts dozens of farm animalsâ€” cattle, horses, sheep, hogs, goats, and dogs, all from farms that the artist visited on Prince Edward Islandâ€” lined up in front of farm buildings, as if posing for a traditional formal portrait. The completed work is very large, spanning a length of nine metres and a height reaching over a metre tall. Of course, in reality, the animals would not be so cooperative as to stand and pose for the camera all at once, so each animal was individually photographed and digitally collaged into one image. The Farm Family is part of a larger series of work, featuring individual animal portraiture and group portraits. The style of the photographs are meant to evoke contemporary fashion spreads, such as those by Annie Leibowitz and David LaChapelle. And, like fashion photography, the models are at once elevated to be ideal images of beauty, while they are also debased as objects. The intent of the artist is to have us question the role that animals play in our society: can we imagine them not as workers or food, but as individuals equal to ourselves? Portraiture is inherently about showing the personality of the subjectâ€”are we willing to grant animals the same self-expression? What does it mean to capture them in this way? As artwork in the Animal Care & Control Centre, where stray animals are housed and treated, The Farm Family will be a reminder of how important animals are in our lives, and how each animal is worthy of respect.
Provided by: Edmonton Arts Council",Public Art,53.59842,-113.602666,Interior Not Accessible after standard business hours,I don't know anything about it,Permanent,,,,YES,YES
21,1,,,EcoStation by Brandon Blommaert,41904.59792,"14710 Ellerslie Road, edmonton, ab","Edmonton-born artist Brandon Blommaert created images for the new Ambleside Eco Station that feature Albertaâ€™s beautifully diverse landscapes, which act as cinematic backdrops for Blommaertâ€™s own particular brand of recycling. His work is a reflection of his personal interest and experience with post-consumer waste, and it allows us to re-imagine what it means to be a consumer, a recycler, and an Albertan lucky enough to live in a province so rich in natural beauty. Blommaert himself has worked in a paper sorting plant, which gives him an interesting and personal perspective on the process of recycling. It was the stacks of paper and cardboard that inspired his thinking about the waste we produce and the imagination it takes to recycle and reuse. Blommaert also has a background in animation, which lends an aspect of film or a stop-action model to the photographs he has created. The work itself consists of five images of typical Alberta landscapes: the Rocky Mountains, boreal forest, parkland, the Badlands and urban sprawl. The backgrounds are photographs, printed on large pieces of vinyl that cover significant sections of the exterior walls of the building. In these landscapes, Blommaert has digitally inserted monster-like creatures made from post-consumer waste. The artist collected trash he found on the street to create these sculptures, which is itself an ingenious way to recycle. Blommaertâ€™s creatures invite curiosity in these familiar settings. Their presence is ambiguous: Are they mutants, resulting from environmental pollution? Are they malevolent or friendly helpers?
Provided by: Edmonton Arts Council",Public Art,53.425289,-113.576146,Exterior,I don't know anything about it,Permanent,,,,YES,YES
20,1,,,Concrete poetry deployment 3,41901.88333,"Chinese Garden, 101 Avenue NW, Edmonton, Alberta, T6G1K8, Canada",Trial 2 for #openartyeg. Concrete poetry deployment 3 http://t.co/c9iHYdeWX7,"Public Art,graffiti",53.543422,-113.484823,Exterior,I don't know anything about it,Temporary,,,,YES,YES
19,1,,,Sweet Pepsi mural,41901.89861,"Chinese Garden, 101 Avenue NW, Edmonton, Alberta, T6G1K8, Canada",Sweet Pepsi mural #openartyeg http://t.co/2KfEQ2eRY5,Weird or Wacky,53.543894,-113.48271,Exterior,I don't know anything about it,Permanent,,,,YES,YES
18,1,,,Mural 2,41901.90069,"Chinese Garden, 101 Avenue NW, Edmonton, Alberta, T6G1K8, Canada",#openartyeg cool mural http://t.co/7bRjoXZJ5g,"Public Art,graffiti",53.543811,-113.482484,Exterior,I don't know anything about it,Temporary,,,,YES,YES
17,1,,,Strange murals,41901.90139,"96 st and 101a, edmonton",More mural #openartyeg http://t.co/tPzF2CEzGQ,graffiti,53.543656,-113.482399,Exterior,I don't know anything about it,Temporary,,,,YES,YES
16,1,,,Cool Graffiti,41901.90278,"Chinese Garden, 101 Avenue NW, Edmonton, Alberta, T6G1K8, Canada",Pretty sweet graffiti #openartyeg http://t.co/ls2ytIf3kv,Public Art,53.543072,-113.4836,Exterior,I don't know anything about it,,,,,YES,YES
15,1,,,Sweet mural on the salvation army building,41901.90417,"Chinese Garden, 101 Avenue NW, Edmonton, Alberta, T6G1K8, Canada",Sweet mural on the salvation army building #openartyeg http://t.co/DH5bGxNmkv,Public Art,53.543811,-113.483622,Exterior,I don't know anything about it,Permanent,,,,YES,YES
14,1,,,Farm Auction I by Richard Rogers,41904.03472,"1 Sir Winston Churchill Square, edmonton, ab","This painting is a large scale portrait of attendees of a farm auction. It is painted in a loose, gestural style with visible brushwork, layered to create a highly realistic and lively representation of the subject. Tension is created by the gaze of the subjects toward the action outside of the frame of the painting, presumably the auctioneer. It places the focus instead on the farmers, with whom the real action lies. The men portrayed here represent a zeitgeist of rural life on the prairies. The farmers symbolize a way of life that is disappearing as urbanization takes its place.
Provided by: Edmonton Arts Council",Public Art,53.544178,-113.490049,Interior Not Accessible after standard business hours,I don't know anything about it,Permanent,,,,YES,YES
13,1,,,Mushroom Rock Garden?,41902.73611,"11504, 106 Avenue NW, Edmonton, Alberta, T6G1K8, Canada","The original of #openartyeg. What is this mysterious stone mushroom garden? @OpenEdmonton, this is why we crowdsource http://t.co/HZBpnAowmt",Weird or Wacky,53.549872,-113.519716,Exterior,I'd like to know more,Permanent,,,,YES,YES
10,1,,,Gateway to the Interior by Lyndal Osborne,41904.02917,"1 Sir Winston Churchill Square, edmonton, ab","In Gateway to the Interior , the artist honours the memory of her mother, with whom she was very close. This lithograph was produced shortly after her death and depicts her comforting spirit, represented by the white form on the right of the image, reminiscient of an accordian-folded map to symbolize their geographical distance. On the left, a mass of tubes are stacked, ready to ship the print to exhibitions around the world, a metaphor for the artistâ€™s professional life in Canada far from her home of Australia. The print is a shadowy picture with subtle touches of colour. The overwhelming darkness communicates the deep-rooted, mournful emotions the artist experienced when her mother passed away. She says of the time, â€œI was immersed in the creation of a series of prints that were completely derailed as I dealt with the intensity of my feelings.â€ù
Provided by: Edmonton Arts Council",Public Art,53.544178,-113.490049,Interior Not Accessible after standard business hours,I don't know anything about it,Permanent,,,,YES,YES
9,1,,,Concrete Poetry Deployment - McKernan School,41903.74444,"7248, 112 Street NW, Parkallen, Allendale, Edmonton, Alberta, T6G1K8, Canada",#openartyeg trial. Concrete poetry at McKernan http://t.co/wnl6bQYL9Q,Public Art,53.510002,-113.520057,Exterior,I know more and would like to talk about it,Temporary,,,,YES,YES
6,1,,,Chinatown Mural,41901.90486,"Chinese Garden, 101 Avenue NW, Edmonton, Alberta, T6G1K8, Canada","Cool, wraps around the whole building.",Public Art,53.543799,-113.484984,Exterior,I'd like to know more,Permanent,,,,YES,YES
5,1,,,OpenPianoYEG Deployment - WInspear,41901.95347,"Chinese Garden, 101 Avenue NW, Edmonton, Alberta, T6G1K8, Canada",#openpianoyeg still kicking #openartyeg http://t.co/7D4LTfieHe,Weird or Wacky,53.54282,-113.483973,Exterior,I know more and would like to talk about it,Temporary,,,,YES,YES
4,1,,,Park(ing) Day,41901.62847,"9734, 98 Ave NW, Edmonton, Canada",One day occupation of roadways. This also has a deployment of Concrete Poetry.,Trusted Reports,53.54336,-113.484931,,,,,,,YES,YES
3,1,,,Park(ing) Day,41901.62847,"9734, 98 Ave NW, Edmonton, Canada",One day occupation of roadways. This also has a deployment of Concrete Poetry.,Trusted Reports,53.54336,-113.484931,Exterior,I know more and would like to talk about it,,,,,YES,YES
2,0,,,OpenPianoYEG Deployment - Cally's Teas,41901.79097,Cally's Teas,"This piano was at this location for a couple weeks. Thanks, Cally's Teas for hosting it. Too bad someone pulled out the hammers of the piano...sad.","Public Art,Mainly Historical,Weird or Wacky,Trusted Reports",53.517955,-113.492479,Exterior,I know more and would like to talk about it,Temporary,David,Rauch,openedmonton@gmail.com,YES,YES
